"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"RACK","LEISURE",99,"OMGDS","CA","UNITED STATES","0-3 Days",99,"USA","Male","36-45","English",7,7,4,NA,4,9,NA,NA,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Diamond","Electronic Distribution","Passive"
"RACK","LEISURE",94,"OMGDS","CO","UNITED STATES","0-3 Days",94,"USA","Male","36-45","English",7,8,7,NA,8,9,NA,NA,3516,"HP Denver Tech",1,"Englewood","United States","Americas",39.623478,-104.892033,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Passive"
"RACK","BUSINESS",224,"OMGDS","FL","UNITED STATES","22-30 Days",672,"USA","Male","56-65","English",1,5,5,9,5,10,10,5,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Platinum","Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",19.31,"OMGDS","ID","UNITED STATES","90+ Days",19.31,"USA","Female","46-55","English",9,8,9,NA,8,10,NA,NA,3604,"HP Austin Arboretum",2,"Austin","United States","Americas",30.384824,-97.737491,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",125,"OMGDS","MI","UNITED STATES","4-7 Days",125,"USA",NA,NA,"English",9,9,9,9,9,9,9,9,3595,"HP Cincinnati NE",1,"Mason","United States","Americas",39.301434,-84.31558,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",0,"MARRO","WI","UNITED STATES","22-30 Days",159,"USA","Female","66-75","English",10,10,9,NA,10,10,NA,NA,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned","Gold","Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",179.1,"OMGDS","TN","UNITED STATES","0-3 Days",537.3,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned","Platinum","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",203.15,"OMARO","CT","UNITED STATES","61-90 Days",203.15,"USA","Female","56-65","English",10,9,10,10,10,10,10,10,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"DISCOUNT","LEISURE",90,"OMARO","GA","UNITED STATES","0-3 Days",90,"USA","Male","66-75","English",10,9,9,10,10,10,9,10,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",120,"AUSXA","TX","UNITED STATES","31-60 Days",120,"USA","Female","46-55","English",6,7,4,3,8,6,8,9,3645,"HH Austin Arboretum",2,"Austin","United States","Americas",30.389967,-97.736497,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Detractor"
"CONVENTION","BUSINESS",101,"OMARO","NY","UNITED STATES","31-60 Days",202,"USA","Female","26-35","English",1,4,8,NA,6,2,NA,NA,3634,"HP San Antonio Airport",1,"San Antonio","United States","Americas",29.503233,-98.482353,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Detractor"
"VOLUME","BUSINESS",104.72,"MARRO","FL","UNITED STATES","4-7 Days",209.44,"USA","Male","46-55","English",10,10,10,10,10,10,10,10,3561,"HP Lombard",1,"Lombard","United States","Americas",41.843954,-87.996047,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Global Contact Center","Promoter"
"DISCOUNT","LEISURE",111,"OMGDS","OH","UNITED STATES","0-3 Days",111,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3557,"HP Independence",1,"Independence","United States","Americas",41.402917,-81.652588,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Platinum","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",0,"CHIRO","MI","UNITED STATES","22-30 Days",100.04,"USA","Male","66-75","English",10,10,10,10,10,10,10,6,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned",NA,"Hotel","Promoter"
"RACK","BUSINESS",119.2,"OMARO","IL","UNITED STATES","0-3 Days",238.4,"USA","Female","46-55","English",9,10,10,10,9,9,9,9,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",95,"OMGDS","NC","UNITED STATES","61-90 Days",190,"USA","Female","46-55","English",10,10,10,7,10,10,10,10,3302,"HY Arlington",3,"Arlington","United States","Americas",38.895123,-77.072855,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",149,"CHSZC","SC","UNITED STATES","4-7 Days",149,"USA","Male","66-75","English",9,9,9,10,8,10,10,10,3729,"HP Charleston Convention",2,"North Charleston","United States","Americas",32.864261,-80.017557,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Hotel","Promoter"
"DISCOUNT","BUSINESS",75.65,"OMGDS","IA","UNITED STATES","0-3 Days",151.3,"USA","Female","18-25","English",10,10,10,10,10,10,10,10,3681,"HH Schaumburg",1,"Schaumburg","United States","Americas",42.046924,-88.049144,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",15.19,"MARRO","NC","UNITED STATES","61-90 Days",15.19,"USA","Male","46-55","English",10,10,10,10,8,10,10,10,3571,"HP Haywood",2,"Greenville","United States","Americas",34.857593,-82.336638,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"RACK","BUSINESS",198182,"OMGDS",NA,"SOUTH KOREA","8-14 Days",184.13,"Korea","Female","36-45","Korean",6,6,6,7,6,6,7,6,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed","Gold","Electronic Distribution","Detractor"
"CONVENTION","BUSINESS",119,"OMGDS","IL","UNITED STATES","31-60 Days",357,"USA","Male","46-55","English",6,6,7,7,5,9,9,9,3494,"HH Morristown",2,"Morristown","United States","Americas",40.79242,-74.433521,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",51.5,"OMGDS","GA","UNITED STATES","15-21 Days",46.43,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3650,"HR Vancouver",3,"Vancouver","Canada","Americas",49.285096,-123.120542,"CAD","International","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Owned","Platinum","Electronic Distribution","Promoter"
"RACK","BUSINESS",119,"OMGDS","OH","UNITED STATES","22-30 Days",119,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3555,"HP Dublin",1,"Dublin","United States","Americas",40.077911,-83.134621,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"RACK","LEISURE",420000,"OMGDS",NA,"SOUTH KOREA","4-7 Days",394.42,"Korea","Male","26-35","Korean",9,9,9,10,10,10,10,10,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed","Gold","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",155,"EURRC",NA,"UNITED KINGDOM","8-14 Days",620,"United Kingdom","Male","46-55","English",10,10,10,10,10,10,10,NA,3552,"HP Secaucus",3,"Secaucus","United States","Americas",40.786407,-74.042438,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Owned",NA,"Global Contact Center","Promoter"
"RACK","LEISURE",99,"OMGDS","MO","UNITED STATES","90+ Days",99,"USA","Female","36-45","English",9,9,8,NA,8,9,NA,NA,3623,"HP OKC Northwest",1,"Oklahoma City","United States","Americas",35.523857,-97.53759,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",83,"OMARO","WA","UNITED STATES","0-3 Days",415,"USA","Male","56-65","English",7,7,7,7,7,7,7,6,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Global Contact Center","Passive"
"DISCOUNT","LEISURE",179,"OMGDS","ON","CANADA","90+ Days",895,"USA","Male","56-65","English",10,9,8,10,8,7,10,8,3730,"HP Sarasota",2,"Sarasota","United States","Americas",27.381415,-82.551899,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",35.4,"OMGDS","LA","UNITED STATES","4-7 Days",70.8,"USA","Female","56-65","English",10,10,10,10,10,10,10,NA,3594,"HP Baton Rouge",2,"Baton Rouge","United States","Americas",30.394452,-91.088179,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"OTHER","BUSINESS",83.2,"OMGDS",NA,NA,"8-14 Days",83.2,"USA","Female","46-55","English",7,7,6,NA,5,9,NA,NA,3577,"HP Opryland",2,"Nashville","United States","Americas",36.162664,-86.781602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","GOLD","Electronic Distribution","Passive"
"RACK","BUSINESS",179,"OMGDS",NA,"BRAZIL","22-30 Days",1432,"Brazil","Male","56-65","Portuguese (EU)",10,8,7,9,6,9,9,10,3492,"HH Miami Airport",2,"Miami","United States","Americas",25.781366,-80.289501,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",91,"CLTZT","PA","UNITED STATES","8-14 Days",455,"USA","Male","36-45","English",9,8,9,9,10,8,9,NA,3696,"HP City Park",1,"Charlotte","United States","Americas",35.182241,-80.91924,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Hotel","Promoter"
"VOLUME","BUSINESS",123,"OMGDS",NA,NA,"15-21 Days",1476,"USA","Male","46-55","English",10,10,10,10,10,10,10,10,3495,"HH Pleasant Hill",2,"Pleasant Hill","United States","Americas",37.94289,-122.061121,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",169,"OMGDS","OH","UNITED STATES","8-14 Days",169,"USA","Male","46-55","English",10,10,9,NA,9,10,NA,NA,3841,"HH FTL Airport South",2,"Dania Beach","United States","Americas",26.050298,-80.160471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",116,"OMGDS","IN","UNITED STATES","8-14 Days",116,"USA","Male","56-65","English",7,7,9,9,9,9,9,9,3634,"HP San Antonio Airport",1,"San Antonio","United States","Americas",29.503233,-98.482353,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Passive"
"DISCOUNT","LEISURE",115,"OMGDS","WA","UNITED STATES","8-14 Days",345,"USA","Male","46-55","English",8,8,10,10,10,9,10,NA,29001,"HR Birmingham Wynfrey",2,"Birmingham","United States","Americas",33.376072,-86.809636,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"VOLUME","BUSINESS",102,"OMARO","KS","UNITED STATES","0-3 Days",102,"USA","Female","46-55","English",10,10,10,10,10,10,10,9,3696,"HP City Park",1,"Charlotte","United States","Americas",35.182241,-80.91924,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Global Contact Center","Promoter"
"VOLUME","BUSINESS",6500,"INDRO","DE","UNITED STATES","22-30 Days",210.15,"United Kingdom","Female","26-35","English",10,9,9,9,9,9,10,9,38001,"HY Bangalore",3,"Bangalore","India","ASPAC",12.973455,77.621801,"INR","International",NA,"Asia Pacific","Full Service","Business","Upper Upscale Class","Suburban","Managed","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",99,"RDUZW","NC","UNITED STATES","0-3 Days",2376,"USA","Female","46-55","English",6,6,6,NA,6,8,NA,NA,3627,"HP Raleigh North",1,"Raleigh","United States","Americas",35.828889,-78.621426,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Hotel","Detractor"
"RACK","LEISURE",293.9,"MARRO","IA","UNITED STATES","31-60 Days",293.9,"USA","Female","36-45","English",6,6,10,10,10,5,5,NA,3841,"HH FTL Airport South",2,"Dania Beach","United States","Americas",26.050298,-80.160471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Detractor"
"SPECIAL","BUSINESS",191.2,"OMGDS","TX","UNITED STATES","8-14 Days",573.6,"USA","Male","46-55","English",10,10,10,10,10,10,10,10,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed","Platinum","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",120,"OMARO","TX","UNITED STATES","90+ Days",240,"USA","Female","46-55","English",10,9,10,10,9,10,10,10,3645,"HH Austin Arboretum",2,"Austin","United States","Americas",30.389967,-97.736497,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Global Contact Center","Promoter"
"DISCOUNT","LEISURE",103,"OMGDS","VA","UNITED STATES","8-14 Days",206,"USA","Male","66-75","English",9,9,10,10,9,9,8,9,3589,"HP Primacy",2,"Memphis","United States","Americas",35.098577,-89.86176,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"RACK","BUSINESS",179.1,"OMGDS","AK","UNITED STATES","31-60 Days",716.4,"USA","Male","56-65","English",9,8,7,7,7,8,8,7,3667,"HY Palm Springs",3,"Palm Springs","United States","Americas",33.826108,-116.547422,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Resort","Franchised","Gold","Electronic Distribution","Promoter"
"OTHER","BUSINESS",75.2,"OMGDS",NA,NA,"90+ Days",75.2,"USA","Male","46-55","English",10,9,NA,8,10,9,9,9,3514,"HP Denver Airport",2,"Aurora","United States","Americas",39.772246,-104.798281,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","GOLD","Electronic Distribution","Promoter"
"RACK","LEISURE",75.65,"OMGDS","NC","UNITED STATES","0-3 Days",75.65,"USA","Female","26-35","English",10,9,7,NA,10,10,NA,NA,3546,"HP Arrowood",1,"Charlotte","United States","Americas",35.135838,-80.904551,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",169,"OMGDS","AZ","UNITED STATES","31-60 Days",676,"USA","Female","56-65","English",9,9,9,9,8,9,9,NA,3667,"HY Palm Springs",3,"Palm Springs","United States","Americas",33.826108,-116.547422,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Resort","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",126.65,"MARRO","ON","CANADA","22-30 Days",379.95,"Canada","Male","56-65","English",9,9,9,8,9,9,8,9,3577,"HP Opryland",2,"Nashville","United States","Americas",36.162664,-86.781602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",119,"HOUXG","CA","UNITED STATES","0-3 Days",2142,"USA","Female","18-25","English",3,4,3,NA,2,10,NA,NA,3647,"HH Houston Galleria",2,"Houston","United States","Americas",29.72932,-95.467459,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised","GOLD","Hotel","Detractor"
"DISCOUNT","LEISURE",80,"OMARO","GA","UNITED STATES","0-3 Days",80,"USA","Male","56-65","English",7,7,5,NA,8,10,NA,NA,3637,"HP Johns Creek",1,"Duluth","United States","Americas",34.060534,-84.171639,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Passive"
"RACK","BUSINESS",830,"OMGDS",NA,"NETHERLANDS","4-7 Days",2768.2,"Netherlands","Male","56-65","English",10,10,9,9,9,10,10,9,3412,"PH Zurich",9,"Zurich","Switzerland","EAME",47.366557,8.536284,"CHF","International",NA,"Europe","Full Service","Business","Luxury Class","Urban","Owned","Gold","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",170.1,"OMGDS","TN","UNITED STATES","15-21 Days",340.2,"USA","Female","46-55","English",9,9,9,9,9,9,9,3,22001,"HY Atlanta Midtown",3,"Atlanta","United States","Americas",33.781526,-84.38311,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Urban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",109,"OMGDS","NM","UNITED STATES","22-30 Days",109,"USA","Female","56-65","English",10,10,10,10,10,10,10,10,3502,"HP Albuquerque Airport",2,"Albuquerque","United States","Americas",35.047671,-106.63362,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Electronic Distribution","Promoter"
