"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"CONVENTION","BUSINESS",209,"OMGDS","NC","UNITED STATES","31-60 Days",418,"USA","Female","46-55","English",8,9,8,NA,7,6,NA,NA,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Passive"
"CONVENTION","BUSINESS",105,"OMGDS","KY","UNITED STATES","22-30 Days",315,"USA","Male","46-55","English",10,10,10,7,10,10,10,10,3694,"HP Atlanta Perimeter",1,"Atlanta","United States","Americas",33.929352,-84.356719,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",152.15,"OMARO","MD","UNITED STATES","15-21 Days",304.3,"USA","Male","26-35","English",4,5,5,NA,5,5,NA,NA,3682,"HR North Dallas",1,"Richardson","United States","Americas",32.976371,-96.714039,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Detractor"
"RACK","LEISURE",1400,"DONGG",NA,NA,"22-30 Days",229.28,"China","Male","36-45","Chinese Simplified",8,8,8,NA,8,8,NA,NA,3476,"HR Dongguan",1,"Dongguan","China","ASPAC",23.020536,113.751765,"CNY","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Suburban","Managed","GOLD","Electronic Distribution","Passive"
"RACK","LEISURE",74,"OMGDS","VA","UNITED STATES","8-14 Days",74,"USA","Female","46-55","English",4,7,5,5,10,7,8,10,3565,"HP Sterling",1,"Sterling","United States","Americas",39.031652,-77.406919,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","Gold","Electronic Distribution","Detractor"
"RACK","BUSINESS",249,"OMGDS","TX","UNITED STATES","0-3 Days",498,"USA","Female","36-45","English",10,10,10,NA,10,10,NA,NA,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",335,"OMGDS","WI","UNITED STATES","15-21 Days",1005,"USA","Female","56-65","English",8,9,10,9,10,10,9,10,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Passive"
"RACK","BUSINESS",119,"MARRO","CT","UNITED STATES","31-60 Days",357,"USA","Male","56-65","English",10,10,9,NA,10,10,NA,NA,3574,"HP Brentwood",2,"Brentwood","United States","Americas",36.03908,-86.780183,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Global Contact Center","Promoter"
"VOLUME","BUSINESS",170.1,"FLLZA","FL","UNITED STATES","0-3 Days",850.5,"USA","Male","66-75","English",9,9,9,NA,9,10,NA,NA,3519,"HP FTL 17th Street",2,"Ft. Lauderdale","United States","Americas",26.097935,-80.13327,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised","Diamond","Hotel","Promoter"
"DISCOUNT","LEISURE",88,"OMGDS",NA,NA,"22-30 Days",88,"USA","Female","46-55","English",10,10,9,NA,9,10,NA,NA,3714,"HP Grand Rapids South",2,"Wyoming","United States","Americas",42.854228,-85.717026,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",91,"CLTZT","TX","UNITED STATES","8-14 Days",182,"USA","Female","36-45","English",10,10,10,NA,10,10,NA,NA,3696,"HP City Park",1,"Charlotte","United States","Americas",35.182241,-80.91924,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Platinum","Hotel","Promoter"
"VOLUME","BUSINESS",233.1,"OMGDS",NA,NA,"8-14 Days",1165.5,"USA","Female","36-45","English",7,7,9,NA,8,9,NA,NA,3501,"HH Belmont",2,"Belmont","United States","Americas",37.532439,-122.270989,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"VOLUME","BUSINESS",152,"OMGDS",NA,NA,"4-7 Days",760,"USA","Male","36-45","English",6,7,8,8,8,7,6,8,3870,"HP Sugar Land",2,"Sugar Land","United States","Americas",29.602398,-95.624035,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Detractor"
"CONVENTION","BUSINESS",139,"OMGDS","AL","UNITED STATES","31-60 Days",139,"USA","Female","56-65","English",10,10,10,10,10,10,10,NA,29001,"HR Birmingham Wynfrey",2,"Birmingham","United States","Americas",33.376072,-86.809636,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Global Contact Center","Promoter"
"VOLUME","BUSINESS",92,"SDFZE",NA,"JAPAN","0-3 Days",552,"Japan","Male","56-65","Japanese ja_JP",7,7,6,NA,7,7,NA,NA,3562,"HP Louisville",2,"Louisville","United States","Americas",38.236624,-85.575994,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Platinum","Hotel","Passive"
"DISCOUNT","BUSINESS",20.24,"OMGDS","AR","UNITED STATES","8-14 Days",20.24,"USA","Female","46-55","English",8,7,9,7,8,9,8,8,3672,"HH Dallas Uptown",1,"Dallas","United States","Americas",32.795092,-96.810102,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Franchised","Gold","Electronic Distribution","Passive"
"CONVENTION","BUSINESS",145,"OMGDS","CT","UNITED STATES","31-60 Days",435,"USA","Male","46-55","English",6,6,3,6,5,7,4,8,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned","Gold","Electronic Distribution","Detractor"
"VOLUME","BUSINESS",99,"OMGDS","CA","UNITED STATES","22-30 Days",198,"USA","Male","46-55","English",10,10,10,NA,10,10,NA,NA,3729,"HP Charleston Convention",2,"North Charleston","United States","Americas",32.864261,-80.017557,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Promoter"
"WHOLESALE","BUSINESS",464,"EURRC","LD","UNITED KINGDOM","22-30 Days",1036.64,"United Kingdom","Female","36-45","English",9,8,9,NA,8,9,NA,NA,3412,"PH Zurich",9,"Zurich","Switzerland","EAME",47.366557,8.536284,"CHF","International",NA,"Europe","Full Service","Business","Luxury Class","Urban","Owned",NA,"Global Contact Center","Promoter"
"CONVENTION","BUSINESS",115,"OMGDS","WA","UNITED STATES","15-21 Days",230,"USA","Male","76+","English",10,9,10,10,10,10,10,NA,3426,"HR Santa Clara",2,"Santa Clara","United States","Americas",37.405161,-121.976592,"USD","Domestic","Regency Club","Americas","Full Service","Business","Upper Upscale Class","Suburban","Managed","Gold","Global Contact Center","Promoter"
"RACK","LEISURE",380000,"BUSPH",NA,"SOUTH KOREA","0-3 Days",1053.58,"Korea","Male","36-45","Korean",10,10,10,NA,10,10,NA,NA,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed","Diamond","Hotel","Promoter"
"WHOLESALE","BUSINESS",169,"FLLZD","FL","UNITED STATES","8-14 Days",169,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3841,"HH FTL Airport South",2,"Dania Beach","United States","Americas",26.050298,-80.160471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Hotel","Promoter"
"DISCOUNT","BUSINESS",89,"OMGDS","VA","UNITED STATES","22-30 Days",267,"USA","Prefer not to answer","56-65","English",5,6,8,5,8,10,10,10,3571,"HP Haywood",2,"Greenville","United States","Americas",34.857593,-82.336638,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Detractor"
"RACK","BUSINESS",139,"OMGDS","TX","UNITED STATES","0-3 Days",139,"USA","Male","46-55","English",7,9,9,9,9,10,9,8,3573,"HP Austin",2,"Austin","United States","Americas",30.338354,-97.703647,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Managed","Gold","Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",79.9,"OMARO","TN","UNITED STATES","0-3 Days",79.9,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3505,"HP Inverness",1,"Birmingham","United States","Americas",33.422543,-86.702935,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",152,"OMARO","MA","UNITED STATES","31-60 Days",456,"USA","Prefer not to answer",NA,"English",8,8,8,8,8,8,10,8,3501,"HH Belmont",2,"Belmont","United States","Americas",37.532439,-122.270989,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Passive"
"DISCOUNT","BUSINESS",110,"MARRO","IN","UNITED STATES","4-7 Days",110,"USA","Male","56-65","English",10,10,9,9,9,9,9,10,3535,"HP Keystone",2,"Indianapolis","United States","Americas",39.919742,-86.110245,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"RACK","BUSINESS",199.2,"OMGDS","CA","UNITED STATES","31-60 Days",398.4,"USA","Male","56-65","English",10,10,10,10,10,10,10,10,3300,"PH Washington",8,"Washington","United States","Americas",38.905877,-77.051032,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Urban","Owned",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",119,"OMARO","IL","UNITED STATES","4-7 Days",119,"USA","Female","56-65","English",9,9,10,9,10,10,10,10,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Gold","Global Contact Center","Promoter"
"DISCOUNT","LEISURE",110,"OMGDS","TX","UNITED STATES","31-60 Days",220,"USA","Female","26-35","English",10,10,10,10,10,10,10,10,3593,"HP Riverwalk",3,"San Antonio","United States","Americas",29.419634,-98.491888,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Managed","Gold","Electronic Distribution","Promoter"
"RACK","BUSINESS",231.2,"OMGDS","TX","UNITED STATES","31-60 Days",462.4,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"WHOLESALE","LEISURE",99,"OMGDS","MA","UNITED STATES","0-3 Days",99,"USA","Female","46-55","English",5,5,NA,NA,5,10,NA,NA,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",90,"OMGDS",NA,NA,"31-60 Days",270,"USA","Male","26-35","English",7,7,5,NA,9,8,NA,NA,3586,"HP El Paso",2,"El Paso","United States","Americas",31.780665,-106.412664,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed",NA,"Electronic Distribution","Passive"
"VOLUME","BUSINESS",306,"OMGDS",NA,NA,"0-3 Days",508.39,"USA","Male","46-55","English",10,9,9,9,9,9,9,8,3474,"AZ Liverpool Street",8,"London","United Kingdom","Europe",51.517264,-0.0809,"GBP","International",NA,"Europe","Full Service","Business","Luxury Class","Urban","Owned",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",37.04,"OMGDS","AL","UNITED STATES","8-14 Days",74.08,"USA","Male","46-55","English",10,8,8,6,8,10,10,10,3710,"HP Jackson",1,"Ridgeland","United States","Americas",32.437012,-90.145457,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Promoter"
"RACK","LEISURE",149,"OMGDS","OH","UNITED STATES","0-3 Days",149,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3555,"HP Dublin",1,"Dublin","United States","Americas",40.077911,-83.134621,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",189,"FLLZA","FL","UNITED STATES","90+ Days",189,"USA","Male","46-55","English",8,8,8,8,8,8,10,8,3519,"HP FTL 17th Street",2,"Ft. Lauderdale","United States","Americas",26.097935,-80.13327,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised",NA,"Hotel","Passive"
"VOLUME","BUSINESS",107,"OMGDS",NA,NA,"0-3 Days",214,"USA","Male","26-35","English",10,10,10,10,10,10,9,10,3594,"HP Baton Rouge",2,"Baton Rouge","United States","Americas",30.394452,-91.088179,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","GOLD","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",84,"OMGDS",NA,NA,"15-21 Days",84,"USA","Female","56-65","English",9,9,8,8,8,9,9,9,3854,"HP Warrenville",1,"Warrenville","United States","Americas",41.812161,-88.161254,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",89,"OMGDS","TX","UNITED STATES","15-21 Days",178,"USA","Male","26-35","English",5,5,8,NA,3,10,NA,NA,3581,"HP Hurst",1,"Hurst","United States","Americas",32.841967,-97.189223,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Detractor"
"RACK","LEISURE",1150,"DOHGH",NA,"QATAR","0-3 Days",1962.13,"Qatar","Female","46-55","Arabic",10,10,8,7,10,10,10,7,3789,"GH Doha",4,"Doha","Qatar","Americas",25.29161,51.530437,"QAR","International","Grand Club","Middle East & Africa","Full Service","Resort","Luxury Class","Suburban","Managed","GOLD","Electronic Distribution","Promoter"
"WHOLESALE","BUSINESS",288000,"BUSPH",NA,"SOUTH KOREA","0-3 Days",266.66,"Korea","Male","26-35","Korean",10,9,10,10,10,9,10,NA,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Hotel","Promoter"
"RACK","BUSINESS",119,"OMARO","IL","UNITED STATES","0-3 Days",119,"USA","Male","36-45","English",1,2,7,8,8,1,9,7,3561,"HP Lombard",1,"Lombard","United States","Americas",41.843954,-87.996047,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Global Contact Center","Detractor"
"VOLUME","BUSINESS",129,"OMGDS",NA,NA,"31-60 Days",516,"USA","Female","26-35","English",5,5,1,5,5,9,7,1,3494,"HH Morristown",2,"Morristown","United States","Americas",40.79242,-74.433521,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Detractor"
"RACK","BUSINESS",189,"MARRO","CA","UNITED STATES","4-7 Days",378,"USA","Male",NA,"English",6,7,7,NA,5,7,NA,NA,3593,"HP Riverwalk",3,"San Antonio","United States","Americas",29.419634,-98.491888,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Managed","Diamond","Global Contact Center","Detractor"
"RACK","BUSINESS",189,"OMGDS","MD","UNITED STATES","8-14 Days",567,"USA","Female","46-55","English",10,10,8,7,10,10,10,6,3483,"HH Burlington",2,"Burlington","United States","Americas",42.483015,-71.195265,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"RACK","LEISURE",79.2,"OMGDS","MD","UNITED STATES","0-3 Days",158.4,"USA","Female","18-25","English",10,10,10,NA,10,10,NA,NA,3490,"HH Gaithersburg",2,"Gaithersburg","United States","Americas",39.125866,-77.180312,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",219,"OMARO","CA","UNITED STATES","4-7 Days",1608,"USA","Female","56-65","English",8,8,7,9,8,7,7,10,3495,"HH Pleasant Hill",2,"Pleasant Hill","United States","Americas",37.94289,-122.061121,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Global Contact Center","Passive"
"WHOLESALE","BUSINESS",390000,"BUSPH",NA,"SOUTH KOREA","22-30 Days",367.03,"Korea","Female","36-45","Korean",10,10,10,NA,9,9,NA,NA,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Hotel","Promoter"
"CONVENTION","BUSINESS",175,"OMGDS","AZ","UNITED STATES","90+ Days",875,"USA","Female","76+","English",10,10,10,10,10,10,10,NA,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",1750,"OMGDS","MO","UNITED STATES","15-21 Days",573.33,"USA","Male","46-55","English",6,8,9,9,9,9,9,8,3699,"PH Beijing",5,"Beijing","China","ASPAC",39.904398,116.440795,"CNY","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Suburban","Managed","Gold","Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",101.15,"OMARO","TX","UNITED STATES","4-7 Days",202.3,"USA","Male","46-55","English",10,10,10,9,10,10,10,NA,3645,"HH Austin Arboretum",2,"Austin","United States","Americas",30.389967,-97.736497,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"RACK","BUSINESS",87.2,"OMGDS","NM","UNITED STATES","15-21 Days",348.8,"USA","Female","46-55","English",8,8,7,8,6,7,5,9,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Passive"
"VOLUME","BUSINESS",159,"OMGDS","CT","UNITED STATES","8-14 Days",159,"USA","Female","56-65","English",10,10,10,10,10,10,10,10,3545,"HP Charlotte Airport",1,"Charlotte","United States","Americas",35.191291,-80.922355,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",87.2,"OMGDS","NC","UNITED STATES","4-7 Days",87.2,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3547,"HP Greensboro",2,"Greensboro","United States","Americas",36.05462,-79.891115,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Platinum","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",31.04,"OMGDS","VA","UNITED STATES","0-3 Days",62.08,"USA","Male","56-65","English",8,8,8,NA,8,8,NA,NA,3547,"HP Greensboro",2,"Greensboro","United States","Americas",36.05462,-79.891115,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Passive"
"DISCOUNT","LEISURE",62,"OMGDS","GA","UNITED STATES","4-7 Days",62,"USA","Female","56-65","English",10,8,10,NA,10,10,NA,NA,3606,"HP Windward",1,"Alpharetta","United States","Americas",34.086216,-84.264536,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",147,"MARRO","CO","UNITED STATES","90+ Days",588,"USA","Male","46-55","English",8,7,7,8,8,10,10,8,3593,"HP Riverwalk",3,"San Antonio","United States","Americas",29.419634,-98.491888,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Urban","Managed","GOLD","Global Contact Center","Passive"
"VOLUME","BUSINESS",84,"OMGDS","LA","UNITED STATES","61-90 Days",168,"USA","Male","46-55","English",9,9,9,10,10,10,10,8,3637,"HP Johns Creek",1,"Duluth","United States","Americas",34.060534,-84.171639,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",159,"OMGDS","TX","UNITED STATES","8-14 Days",636,"USA","Female","46-55","English",6,7,6,NA,5,6,NA,NA,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed",NA,"Electronic Distribution","Detractor"
"SPECIAL","BUSINESS",89,"OMGDS","MI","UNITED STATES","8-14 Days",89,"USA","Male","26-35","English",10,9,10,9,10,10,10,NA,3542,"HP Livonia",1,"Livonia","United States","Americas",42.426314,-83.430471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",115,"OMARO","NC","UNITED STATES","31-60 Days",230,"USA","Male","46-55","English",2,4,7,7,4,2,2,7,3485,"HH Charlotte Airport",1,"Charlotte","United States","Americas",35.178587,-80.892848,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Detractor"
"DISCOUNT","BUSINESS",89.1,"PITZA","PA","UNITED STATES","0-3 Days",89.1,"USA","Male","46-55","English",8,8,9,8,9,10,10,NA,3567,"HP Pittsburgh Airport",2,"Pittsburgh","United States","Americas",40.445858,-80.160602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Hotel","Passive"
"RACK","LEISURE",368000,"BUSPH",NA,"SOUTH KOREA","8-14 Days",341.5,"Korea","Female","26-35","Korean",10,10,10,10,10,10,10,10,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Hotel","Promoter"
"VOLUME","BUSINESS",1450,"OMGDS",NA,"CHINA","4-7 Days",237.44,"China","Male","36-45","Chinese Simplified",8,8,8,NA,8,8,NA,NA,3699,"PH Beijing",5,"Beijing","China","ASPAC",39.904398,116.440795,"CNY","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Suburban","Managed","Platinum","Electronic Distribution","Passive"
"CONVENTION","BUSINESS",67,"ORLZA","UT","UNITED STATES","4-7 Days",1005,"USA","Female","36-45","English",5,9,9,NA,8,10,10,9,3625,"HP Orlando Airport",2,"Orlando","United States","Americas",28.461077,-81.313728,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","GOLD","Hotel","Detractor"
"SPECIAL","BUSINESS",125,"OMGDS","NC","UNITED STATES","15-21 Days",125,"USA","Female","18-25","English",10,10,10,NA,10,10,NA,NA,3547,"HP Greensboro",2,"Greensboro","United States","Americas",36.05462,-79.891115,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",93,"OMARO","NC","UNITED STATES","22-30 Days",279,"USA","Male","46-55","English",10,10,10,10,10,10,10,NA,3485,"HH Charlotte Airport",1,"Charlotte","United States","Americas",35.178587,-80.892848,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised",NA,"Global Contact Center","Promoter"
"CONVENTION","BUSINESS",199,"OMGDS","CA","UNITED STATES","31-60 Days",199,"USA","Male","56-65","English",6,8,6,8,10,9,10,NA,3426,"HR Santa Clara",2,"Santa Clara","United States","Americas",37.405161,-121.976592,"USD","Domestic","Regency Club","Americas","Full Service","Business","Upper Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",92.65,"OMGDS","KY","UNITED STATES","0-3 Days",92.65,"USA","Female","36-45","English",6,5,9,8,9,10,9,NA,3577,"HP Opryland",2,"Nashville","United States","Americas",36.162664,-86.781602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned",NA,"Electronic Distribution","Detractor"
"RACK","BUSINESS",79.2,"OMGDS","MA","UNITED STATES","31-60 Days",150.4,"USA","Female","46-55","English",10,10,10,10,10,10,10,9,3556,"HP Worthington",1,"Columbus","United States","Americas",40.115925,-83.013638,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Promoter"
"RACK","BUSINESS",79.2,"OMGDS","NY","UNITED STATES","0-3 Days",158.4,"USA","Female","56-65","English",9,9,9,9,9,9,9,7,3518,"HP Mystic",3,"Mystic","United States","Americas",41.371096,-71.959976,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",108,"OMGDS","PA","UNITED STATES","8-14 Days",216,"USA","Male","46-55","English",10,10,9,9,9,9,9,9,3568,"HP Cranberry",2,"Cranberry Township","United States","Americas",40.676839,-80.100871,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"WHOLESALE","BUSINESS",168454,"BUSPH",NA,"SOUTH KOREA","15-21 Days",155.63,"Korea","Female","26-35","Korean",10,10,10,10,10,10,10,10,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",99,"OMARO","LA","UNITED STATES","0-3 Days",198,"USA","Male","18-25","English",10,7,10,10,10,9,8,10,3710,"HP Jackson",1,"Ridgeland","United States","Americas",32.437012,-90.145457,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",149,"OMARO","MA","UNITED STATES","22-30 Days",298,"USA","Male","36-45","English",3,3,3,NA,7,7,3,4,3843,"HP Garden City",2,"Garden City","United States","Americas",40.72309,-73.658707,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Global Contact Center","Detractor"
"VOLUME","BUSINESS",104,"CLTZC","SC","UNITED STATES","4-7 Days",312,"USA","Male","46-55","English",10,10,10,NA,10,10,NA,NA,3546,"HP Arrowood",1,"Charlotte","United States","Americas",35.135838,-80.904551,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Diamond","Hotel","Promoter"
